Column1,Year,Rnd,OvPck,RdPck,Tm,Signed,Name,Pos,WAR,GPl,AB,HR,BA,OPS,GPi,W,L,ERA,WHIP,SV,Type,school,town,ST
132,1967,3,57,17,Twins,Y,Thomas Norman (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,HS,Truman HS ,Independence,MO
133,1967,4,77,17,Twins,Y,Bill Perkins (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Montclair HS ,Montclair,CA
134,1967,5,97,17,Twins,Y,Dave Goltz (minors),RHP,22.9,83,94,0,0.106,0.306,353,113,109,3.69,1.35,8,HS,Rothsay HS ,Rothsay,MN
135,1967,6,117,17,Twins,Y,Mark Strader (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Jefferson HS ,Lafayette,IN
136,1967,7,137,17,Twins,Y,Daniel Mellars (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,Penn Hills HS ,Pittsburgh,PA
137,1967,8,157,17,Twins,Y,Anthony Serenelli (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,Trenton Cathedral HS ,Morrisville,PA
138,1967,9,177,17,Twins,Y,Steven Simon (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Pius X HS ,Downey,CA
139,1967,10,197,17,Twins,Y,Danny Long (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Calhoun HS ,Calhoun,TN
140,1967,11,217,17,Twins,N,Al Hrabosky (minors),LHP,10.3,430,56,0,0.143,0.392,545,64,35,3.1,1.29,97,HS,Savanna HS ,Anaheim,CA
141,1967,12,237,17,Twins,Y,Don Brown (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Clarksville HS ,Clarksville,TN
142,1967,13,257,17,Twins,Y,Steve Luebber (minors),RHP,-0.5,21,19,0,0.053,0.105,66,6,10,4.62,1.55,3,HS,Joplin HS ,Joplin,MO
143,1967,14,277,17,Twins,N,Nils Lambert (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Curtis HS ,Staten Island,NY
144,1967,15,297,17,Twins,Y,Rick Dempsey (minors),C,25.2,1765,4692,96,0.233,0.666,2,0,0,4.5,2,0,HS,Crespi Carmelite HS ,Encino,CA
145,1967,16,317,17,Twins,Y,Dan Humay (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Illinois at Urbana-Champaign ,Champaign,IL
146,1967,17,337,17,Twins,Y,Ray Shoup (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,The Ohio State University ,Columbus,OH
147,1967,18,357,17,Twins,N,Keith Spicer (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Michigan ,Ann Arbor,MI
148,1967,19,377,17,Twins,Y,Robert Gamache (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,West HS ,Garden City,MI
149,1967,20,396,16,Twins,Y,Gary Reierson (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Minnesota ,Minneapolis,MN
150,1967,21,415,16,Twins,Y,Larry Rathje (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Iowa ,Iowa City,IA
151,1967,22,434,16,Twins,N,James Enlund (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,West Allis Central HS ,West Allis,WI
152,1967,23,453,16,Twins,Y,John Shuloch (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,JC,Eastern Florida State College ,Cocoa,FL
153,1967,24,472,16,Twins,Y,Jim Obradovich (minors),2B,-0.1,10,17,0,0.176,0.516,0,0,0,0,0,0,HS,Fort Knox HS ,Fort Knox,KY
154,1967,25,490,15,Twins,Y,Michael Shields (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Catholic Memorial HS ,Waukesha,WI
155,1967,26,508,15,Twins,Y,Frank Archuleta (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Hanford HS ,Hanford,CA
156,1967,27,526,15,Twins,Y,Ken Gill (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,JC,Eastern Florida State College ,Cocoa,FL
157,1967,28,544,15,Twins,N,Louis Billmeier (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Kuemper HS ,Carroll,IA
158,1967,29,562,15,Twins,Y,Robert Fitzner (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Denver ,Denver,CO
159,1967,30,579,14,Twins,N,Daniel Adams (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,HS,West Allis Central HS ,West Allis,WI
160,1967,31,595,13,Twins,Y,Walter Evanik (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Kearny HS ,Kearny,NJ
161,1967,32,611,13,Twins,Y,Patrick Smith (minors),2B,0,0,0,0,0,0,0,0,0,0,0,0,HS,Robersonville HS ,Robersonville,NC
162,1967,33,627,13,Twins,N,Jake Brown (minors),C,-0.3,41,43,0,0.209,0.571,0,0,0,0,0,0,HS,Wheatley HS ,Houston,TX
163,1967,34,643,13,Twins,Y,Mike Cichon (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Pomona HS ,Pomona,CA
164,1967,35,659,13,Twins,N,William Templeton (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
165,1967,36,675,13,Twins,N,Ronald Pritchett (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Ganesha HS ,Pomona,CA
166,1967,37,691,13,Twins,Y,Larry Agrella (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,Camden HS ,San Jose,CA
167,1967,38,707,13,Twins,N,Mel Bannon (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,St. Francis HS ,Pasadena,CA
168,1967,39,723,13,Twins,Y,William Rahm (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Iowa State University ,Ames,IA
169,1967,40,739,13,Twins,N,Pat Knutzen (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,JC,El Camino College ,Torrance,CA
170,1967,41,755,13,Twins,Y,Michael Ford (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Lewis University ,Romeoville,IL
171,1967,42,771,13,Twins,N,Henry Baker (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,HS,Liberty HS ,Hinesville,GA
172,1967,43,783,9,Twins,N,Neal Kalberer (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,St. Mary's Central HS ,Bismarck,ND
173,1967,44,795,9,Twins,N,Gary Hohman (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Steinert HS ,Trenton,NJ
174,1967,45,807,9,Twins,N,Tim Bodle (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Lancaster HS ,Lancaster,TX
175,1967,46,819,9,Twins,N,Robert Berezowitz (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Wisconsin at Whitewater ,Whitewater,WI
176,1967,47,831,9,Twins,Y,Lloyd Brunick (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Yankton HS ,Yankton,SD
177,1967,48,843,9,Twins,Y,Vernon Gove (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Randolph HS ,Randolph,WI
178,1967,49,854,8,Twins,Y,Robert Meyer (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Wartburg College ,Waverly,IA
179,1967,50,864,7,Twins,N,Michael Vogel (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,St. Thomas Academy HS ,Mendota Heights,MN
180,1967,51,873,7,Twins,N,Rick Pope (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,El Rancho HS ,Pico Rivera,CA
181,1968,1,16,16,Twins,Y,Alexander Rowell (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Luther College ,Decorah,IA
182,1968,2,36,16,Twins,N,John Langerhans (minors),1B,0,0,0,0,0,0,0,0,0,0,0,0,HS,South San Antonio HS ,San Antonio,TX
183,1968,3,56,16,Twins,Y,Michael Cavanaugh (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,Birmingham HS ,Los Angeles,CA
184,1968,4,76,16,Twins,Y,Jim Nettles (minors),OF,1.1,240,587,16,0.22,0.644,0,0,0,0,0,0,4Yr,San Diego State University ,San Diego,CA
185,1968,5,100,16,Twins,N,Harvey Winn (minors),2B,0,0,0,0,0,0,0,0,0,0,0,0,HS,Loara HS ,Anaheim,CA
186,1968,6,124,16,Twins,Y,Avery Morris (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Franklin County HS ,Winchester,TN
187,1968,7,148,16,Twins,N,John Roatche (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Hatboro HS ,Hatboro,PA
188,1968,8,172,16,Twins,N,Timothy Evans (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,Littleton HS ,Littleton,CO
189,1968,9,196,16,Twins,Y,Michael Brooks (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,West Covina HS ,West Covina,CA
190,1968,10,220,16,Twins,N,Gary Bradshaw (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Lake Worth HS ,Lake Worth,FL
191,1968,11,244,16,Twins,Y,Ron Oglesby (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Ramona HS ,Riverside,CA
192,1968,12,268,16,Twins,N,Michael Morrison (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,La Vista HS ,Brea,CA
193,1968,13,292,16,Twins,N,Frank Cordaro (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Teaneck HS ,Teaneck,NJ
194,1968,14,316,16,Twins,N,Paul Commando (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Christopher Columbus HS ,Bronx,NY
195,1968,15,340,16,Twins,N,Frank Tokash (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Westfield HS ,Westfield,NJ
196,1968,16,364,16,Twins,N,Thomas Fast (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Brighton HS ,Brighton,CO
197,1968,17,388,16,Twins,Y,Gary Majdoch (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Wisconsin at Eau Claire ,Eau Claire,WI
198,1968,18,412,16,Twins,Y,Jerry Terrell (minors),2B,0.5,656,1626,4,0.253,0.591,2,0,0,0,1,0,4Yr,"Minnesota State University, Mankato ",Mankato,MN
199,1968,19,436,16,Twins,Y,Sam Faria (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Hingham HS ,Hingham,MA
200,1968,20,459,16,Twins,N,Michael Pivec (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Calvert Hall College HS ,Baltimore,MD
201,1968,21,481,16,Twins,Y,Russell Rolandson (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Minnesota ,Minneapolis,MN
202,1968,22,503,16,Twins,Y,James Hansen (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Wisconsin at Stevens Point ,Stevens Point,WI
